segment_id,label,word_count,is_silence,has_text
202,explain,0,1,0
203,out,9,0,1
204,explain,4,0,1
205,change,4,0,1
206,out,16,0,1
207,explain,7,0,1
208,write,23,0,1
209,explain,0,1,0
210,out,16,0,1
211,explain,5,0,1
212,write,25,0,1
213,explain,4,0,1
214,out,13,0,1
215,explain,18,0,1
216,out,5,0,1
217,explain,21,0,1
218,out,9,0,1
219,explain,22,0,1
220,out,2,0,1
221,explain,10,0,1
222,write,21,0,1
223,explain,15,0,1
224,write,16,0,1
225,explain,2,0,1
226,out,5,0,1
227,explain,9,0,1
228,out,9,0,1
229,explain,6,0,1
230,write,4,0,1
231,explain,4,0,1
232,out,5,0,1
233,explain,4,0,1
234,write,19,0,1
235,explain,2,0,1
236,out,11,0,1
237,explain,6,0,1
238,write,3,0,1
239,explain,2,0,1
240,out,8,0,1
241,explain,5,0,1
242,write,8,0,1
243,explain,2,0,1
244,out,9,0,1
245,explain,2,0,1
246,write,4,0,1
247,explain,2,0,1
248,out,18,0,1
249,explain,20,0,1
250,out,22,0,1
251,explain,4,0,1
252,out,6,0,1
253,explain,1,0,1
254,write,5,0,1
255,explain,4,0,1
256,out,21,0,1
257,explain,9,0,1
258,write,13,0,1
259,explain,24,0,1
260,out,14,0,1
261,explain,9,0,1
262,write,17,0,1
263,explain,0,1,0
264,out,5,0,1
265,explain,6,0,1
266,write,6,0,1
267,explain,10,0,1
268,out,7,0,1
269,explain,5,0,1
270,write,24,0,1
271,explain,7,0,1
272,out,15,0,1
273,explain,11,0,1
274,write,3,0,1
275,explain,11,0,1
276,write,15,0,1
277,explain,8,0,1
278,write,6,0,1
279,explain,7,0,1
280,write,4,0,1
281,explain,8,0,1
282,out,5,0,1
283,explain,48,0,1
284,write,22,0,1
285,explain,0,1,0
286,out,0,1,0
287,explain,0,1,0
288,write,0,1,0
289,explain,0,1,0
290,out,19,0,1
291,explain,11,0,1
292,out,22,0,1
293,explain,29,0,1
294,out,2,0,1
295,explain,18,0,1
296,out,11,0,1
297,explain,10,0,1
298,write,33,0,1
299,explain,9,0,1
300,write,31,0,1
301,explain,3,0,1
302,out,9,0,1
303,explain,3,0,1
304,write,30,0,1
305,explain,4,0,1
306,out,10,0,1
307,explain,7,0,1
308,write,6,0,1
309,explain,1,0,1
310,out,3,0,1
311,explain,13,0,1
312,write,5,0,1
313,explain,17,0,1
314,out,4,0,1
315,explain,9,0,1
316,out,13,0,1
317,explain,48,0,1
318,write,0,1,0
319,explain,10,0,1
320,out,11,0,1
321,explain,11,0,1
322,pick_eraser,3,0,1
323,explain,5,0,1
324,out,4,0,1
325,pick_eraser,0,1,0
326,erase,7,0,1
327,drop_eraser,3,0,1
328,explain,6,0,1
329,out,6,0,1
330,explain,14,0,1
331,out,1,0,1
332,explain,9,0,1
333,out,2,0,1
334,pick_eraser,2,0,1
335,erase,14,0,1
336,drop_eraser,0,1,0
337,out,0,1,0
338,explain,2,0,1
339,write,10,0,1
340,erase,5,0,1
341,explain,1,0,1
342,write,7,0,1
343,explain,0,1,0
344,out,15,0,1
345,explain,4,0,1
346,write,21,0,1
347,explain,1,0,1
348,out,17,0,1
349,explain,2,0,1
350,write,1,0,1
351,explain,3,0,1
352,out,3,0,1
353,explain,14,0,1
354,out,27,0,1
355,explain,10,0,1
356,write,20,0,1
357,explain,4,0,1
358,out,8,0,1
359,explain,6,0,1
360,out,2,0,1
361,explain,3,0,1
362,write,5,0,1
363,explain,2,0,1
364,out,15,0,1
365,explain,2,0,1
366,write,20,0,1
367,explain,4,0,1
368,out,2,0,1
369,explain,0,1,0
370,write,0,1,0
371,explain,0,1,0
372,out,5,0,1
373,explain,4,0,1
374,write,10,0,1
375,explain,0,1,0
376,out,17,0,1
377,explain,3,0,1
378,out,4,0,1
379,explain,5,0,1
380,out,3,0,1
381,explain,6,0,1
382,write,7,0,1
383,explain,0,1,0
384,out,0,1,0
0,out,3,0,1
1,explain,10,0,1
2,out,11,0,1
3,explain,2,0,1
4,erase,1,0,1
5,explain,9,0,1
6,write,48,0,1
7,explain,7,0,1
8,out,15,0,1
9,explain,12,0,1
10,erase,0,1,0
11,explain,7,0,1
12,write,8,0,1
13,erase,0,1,0
14,explain,0,1,0
15,write,6,0,1
16,explain,9,0,1
17,out,21,0,1
18,explain,6,0,1
19,out,3,0,1
20,explain,8,0,1
21,write,9,0,1
22,explain,12,0,1
23,write,19,0,1
24,explain,3,0,1
25,out,5,0,1
26,explain,7,0,1
27,write,3,0,1
28,explain,8,0,1
29,out,22,0,1
30,explain,10,0,1
31,out_writing,7,0,1
32,explain,5,0,1
33,out,13,0,1
34,explain,2,0,1
35,write,2,0,1
36,explain,7,0,1
37,erase,11,0,1
38,explain,0,1,0
39,write,16,0,1
40,explain,1,0,1
41,out,10,0,1
42,explain,1,0,1
43,erase,0,1,0
44,explain,2,0,1
45,write,22,0,1
46,explain,1,0,1
47,out,19,0,1
48,explain,5,0,1
49,write,46,0,1
50,erase,4,0,1
51,explain,2,0,1
52,write,4,0,1
53,explain,8,0,1
54,out,18,0,1
55,explain,31,0,1
56,out,24,0,1
57,explain,1,0,1
58,erase,4,0,1
59,explain,2,0,1
60,write,0,1,0
61,explain,0,1,0
62,out,5,0,1
63,explain,33,0,1
64,out,3,0,1
65,explain,8,0,1
66,write,26,0,1
67,explain,1,0,1
68,out,2,0,1
69,explain,16,0,1
70,write,2,0,1
71,explain,6,0,1
72,write,5,0,1
73,explain,10,0,1
74,write,6,0,1
75,explain,2,0,1
76,out,9,0,1
77,explain,12,0,1
78,change,3,0,1
79,explain,10,0,1
80,write,1,0,1
81,explain,17,0,1
82,write,7,0,1
83,explain,14,0,1
84,write,7,0,1
85,explain,5,0,1
86,out,16,0,1
87,explain,1,0,1
88,out,14,0,1
89,explain,1,0,1
90,pick_eraser,3,0,1
91,erase,6,0,1
92,drop_eraser,2,0,1
93,explain,12,0,1
94,write,3,0,1
95,explain,5,0,1
96,out,13,0,1
97,explain,2,0,1
98,write,4,0,1
99,explain,5,0,1
100,out,10,0,1
101,explain,14,0,1
102,write,5,0,1
103,explain,5,0,1
104,out,6,0,1
105,explain,8,0,1
106,write,12,0,1
107,explain,0,1,0
108,out,11,0,1
109,explain,10,0,1
110,write,7,0,1
111,explain,12,0,1
112,out,16,0,1
113,explain,12,0,1
114,write,4,0,1
115,explain,7,0,1
116,write,4,0,1
117,explain,40,0,1
118,write,13,0,1
119,explain,0,1,0
120,write,24,0,1
121,explain,17,0,1
122,write,2,0,1
123,explain,7,0,1
124,write,4,0,1
125,explain,1,0,1
126,erase,3,0,1
127,explain,10,0,1
128,write,6,0,1
129,explain,9,0,1
130,write,1,0,1
131,explain,0,1,0
132,pick_eraser,0,1,0
133,erase,0,1,0
134,drop_eraser,0,1,0
135,explain,14,0,1
136,write,16,0,1
137,explain,12,0,1
138,out,9,0,1
139,explain,8,0,1
140,write,19,0,1
141,explain,1,0,1
142,out,30,0,1
143,explain,19,0,1
144,out,1,0,1
145,explain,22,0,1
146,write,9,0,1
147,explain,5,0,1
148,write,2,0,1
149,explain,4,0,1
150,write,12,0,1
151,explain,5,0,1
152,erase,6,0,1
153,explain,9,0,1
154,write,4,0,1
155,explain,6,0,1
156,write,2,0,1
157,explain,8,0,1
158,out,13,0,1
159,explain,48,0,1
160,out,2,0,1
161,explain,1,0,1
162,out,13,0,1
163,explain,1,0,1
164,out,3,0,1
165,explain,8,0,1
166,write,16,0,1
167,explain,0,1,0
168,out,7,0,1
169,explain,4,0,1
170,out,9,0,1
171,explain,3,0,1
172,out,5,0,1
173,explain,5,0,1
174,out,1,0,1
175,explain,5,0,1
176,out,3,0,1
177,explain,3,0,1
178,out,1,0,1
179,explain,2,0,1
180,write,11,0,1
181,explain,0,1,0
182,out,23,0,1
183,explain,13,0,1
184,out,27,0,1
185,explain,6,0,1
186,out,3,0,1
187,explain,14,0,1
188,out,11,0,1
189,explain,6,0,1
190,erase,1,0,1
191,explain,0,1,0
192,write,10,0,1
193,explain,0,1,0
194,out,9,0,1
195,explain,4,0,1
196,write,6,0,1
197,explain,0,1,0
198,out,0,1,0
199,explain,5,0,1
200,write,9,0,1
201,explain,0,1,0
202,out,0,1,0
203,explain,0,1,0
204,write,7,0,1
205,explain,0,1,0
206,out,16,0,1
207,explain,7,0,1
208,write,4,0,1
209,explain,14,0,1
210,write,15,0,1
211,explain,0,1,0
212,out,13,0,1
213,explain,2,0,1
214,out,17,0,1
215,explain,2,0,1
216,out,23,0,1
217,explain,3,0,1
218,write,5,0,1
219,explain,1,0,1
220,out,1,0,1
221,explain,5,0,1
222,write,11,0,1
223,explain,4,0,1
224,out,3,0,1
225,explain,6,0,1
226,write,1,0,1
227,explain,0,1,0
228,pick_eraser,0,1,0
229,erase,6,0,1
230,drop_eraser,0,1,0
231,explain,1,0,1
232,write,8,0,1
233,explain,3,0,1
234,erase,2,0,1
235,explain,2,0,1
236,write,5,0,1
237,explain,1,0,1
238,out,12,0,1
239,explain,2,0,1
240,out,13,0,1
241,explain,4,0,1
242,out,12,0,1
243,explain,34,0,1
244,out,19,0,1
245,explain,3,0,1
246,out,11,0,1
247,explain,10,0,1
248,pick_eraser,2,0,1
249,explain,13,0,1
250,pick_eraser,6,0,1
251,erase,3,0,1
252,drop_eraser,7,0,1
253,out,2,0,1
254,explain,48,0,1
255,out,13,0,1
256,explain,18,0,1
257,out,15,0,1
258,explain,6,0,1
259,out,0,1,0
260,pick_eraser,9,0,1
261,out,2,0,1
262,pick_eraser,1,0,1
263,erase,33,0,1
264,drop_eraser,2,0,1
265,out,7,0,1
266,explain,6,0,1
267,write,25,0,1
268,explain,5,0,1
269,out,8,0,1
270,explain,3,0,1
271,write,9,0,1
272,explain,4,0,1
273,out,23,0,1
274,explain,22,0,1
275,out,6,0,1
276,explain,6,0,1
277,write,15,0,1
278,explain,0,1,0
279,out,5,0,1
280,explain,0,1,0
281,write,8,0,1
282,explain,0,1,0
283,out,5,0,1
284,explain,9,0,1
285,out,7,0,1
286,explain,5,0,1
287,write,6,0,1
288,explain,0,1,0
289,out,3,0,1
290,explain,8,0,1
291,write,3,0,1
292,explain,10,0,1
293,write,5,0,1
294,explain,3,0,1
295,out,10,0,1
296,explain,1,0,1
297,write,3,0,1
298,explain,18,0,1
299,write,2,0,1
300,explain,9,0,1
301,write,16,0,1
302,explain,9,0,1
303,out,11,0,1
304,explain,5,0,1
305,out,2,0,1
306,explain,2,0,1
307,out,9,0,1
308,explain,15,0,1
309,out,9,0,1
310,explain,5,0,1
311,write,4,0,1
312,explain,3,0,1
313,out,8,0,1
314,explain,6,0,1
315,write,4,0,1
316,explain,4,0,1
317,out,6,0,1
318,explain,14,0,1
319,write,11,0,1
320,explain,6,0,1
321,write,7,0,1
322,explain,0,1,0
323,out,0,1,0
324,explain,4,0,1
325,erase,2,0,1
326,explain,0,1,0
327,write,0,1,0
328,explain,3,0,1
329,erase,1,0,1
330,explain,0,1,0
331,out,9,0,1
332,explain,9,0,1
333,write,5,0,1
334,explain,2,0,1
335,out,0,1,0
336,pick_eraser,0,1,0
337,erase,3,0,1
338,drop_eraser,1,0,1
339,out,23,0,1
340,explain,2,0,1
341,write,2,0,1
342,explain,8,0,1
343,out,24,0,1
344,pick_eraser,8,0,1
345,erase,1,0,1
346,drop_eraser,0,1,0
347,explain,0,1,0
348,write,4,0,1
349,explain,13,0,1
350,write,1,0,1
351,explain,0,1,0
352,erase,0,1,0
353,explain,0,1,0
354,erase,0,1,0
355,explain,0,1,0
356,write,18,0,1
357,explain,0,1,0
358,out,3,0,1
359,explain,0,1,0
360,erase,0,1,0
361,explain,2,0,1
362,write,2,0,1
363,explain,4,0,1
364,out,12,0,1
365,explain,5,0,1
366,write,6,0,1
367,explain,5,0,1
368,out,15,0,1
369,explain,3,0,1
370,out,13,0,1
371,explain,14,0,1
372,write,4,0,1
373,explain,1,0,1
374,write,3,0,1
375,explain,5,0,1
376,write,4,0,1
377,explain,5,0,1
378,out,6,0,1
379,explain,2,0,1
380,write,1,0,1
381,explain,1,0,1
382,out,5,0,1
383,explain,18,0,1
384,erase,2,0,1
385,write,9,0,1
386,explain,0,1,0
387,out,6,0,1
388,explain,1,0,1
389,erase,4,0,1
390,explain,4,0,1
391,out,10,0,1
392,explain,13,0,1
393,out,2,0,1
394,explain,7,0,1
395,out,9,0,1
396,explain,6,0,1
397,write,1,0,1
398,explain,0,1,0
399,out,1,0,1
400,explain,1,0,1
401,out,22,0,1
402,explain,4,0,1
403,erase,3,0,1
404,explain,3,0,1
405,out,16,0,1
406,explain,17,0,1
407,out,8,0,1
408,explain,10,0,1
409,out,2,0,1
410,explain,2,0,1
411,out,2,0,1
412,explain,4,0,1
413,write,11,0,1
414,explain,3,0,1
415,out,9,0,1
416,explain,3,0,1
417,write,11,0,1
418,explain,1,0,1
419,out,8,0,1
420,explain,3,0,1
421,write,6,0,1
422,explain,2,0,1
423,out,12,0,1
424,explain,34,0,1
425,out,3,0,1
426,explain,3,0,1
427,write,7,0,1
428,explain,4,0,1
429,out,9,0,1
430,explain,3,0,1
431,write,5,0,1
432,explain,2,0,1
433,out,3,0,1
434,explain,8,0,1
435,out,2,0,1
436,explain,2,0,1
437,out,10,0,1
438,explain,5,0,1
439,write,23,0,1
440,explain,0,1,0
441,out,11,0,1
442,explain,10,0,1
443,out,8,0,1
444,explain,20,0,1
445,write,2,0,1
446,explain,5,0,1
447,out,18,0,1
448,explain,14,0,1
449,out,8,0,1
450,explain,25,0,1
451,out,10,0,1
452,explain,5,0,1
453,pick_eraser,3,0,1
454,erase,0,1,0
455,drop_eraser,0,1,0
456,explain,0,1,0
457,write,0,1,0
458,explain,13,0,1
459,write,7,0,1
460,out_writing,8,0,1
461,explain,10,0,1
462,write,9,0,1
463,erase,1,0,1
464,explain,0,1,0
465,write,7,0,1
466,out_writing,3,0,1
467,explain,0,1,0
468,write,4,0,1
469,explain,11,0,1
470,write,0,1,0
471,out_writing,0,1,0
472,explain,0,1,0
473,write,0,1,0
474,out_writing,0,1,0
475,explain,0,1,0
476,write,0,1,0
477,out_writing,0,1,0
478,explain,0,1,0
479,out_writing,0,1,0
480,explain,11,0,1
481,out,14,0,1
482,explain,22,0,1
483,out,12,0,1
484,explain,14,0,1
485,out,5,0,1
486,explain,4,0,1
487,pick_eraser,4,0,1
488,explain,5,0,1
489,out,4,0,1
490,pick_eraser,1,0,1
491,erase,21,0,1
492,drop_eraser,0,1,0
493,explain,14,0,1
494,out,8,0,1
495,explain,46,0,1
496,write,11,0,1
497,explain,1,0,1
498,out,5,0,1
499,pick_eraser,8,0,1
500,out,5,0,1
501,pick_eraser,0,1,0
502,erase,13,0,1
503,drop_eraser,2,0,1
504,explain,0,1,0
505,out,4,0,1
506,explain,5,0,1
507,write,11,0,1
508,explain,11,0,1
509,write,14,0,1
510,explain,1,0,1
511,out,24,0,1
512,explain,7,0,1
513,out,4,0,1
514,explain,1,0,1
515,explain,13,0,1
516,write,6,0,1
517,explain,7,0,1
518,write,4,0,1
519,explain,6,0,1
520,write,1,0,1
521,explain,16,0,1
522,write,29,0,1
523,explain,6,0,1
524,out,33,0,1
525,explain,5,0,1
526,out,11,0,1
527,explain,5,0,1
528,out,26,0,1
529,explain,11,0,1
530,out,8,0,1
531,explain,5,0,1
532,write,25,0,1
533,explain,0,1,0
534,out,1,0,1
535,explain,11,0,1
536,write,2,0,1
537,explain,14,0,1
538,write,4,0,1
539,explain,12,0,1
540,write,1,0,1
541,explain,0,1,0
542,out,9,0,1
543,explain,3,0,1
544,write,4,0,1
545,explain,8,0,1
546,write,2,0,1
547,explain,3,0,1
548,out,22,0,1
549,explain,0,1,0
550,write,1,0,1
551,explain,2,0,1
552,out,10,0,1
553,explain,12,0,1
554,write,27,0,1
555,explain,0,1,0
556,out,5,0,1
557,explain,2,0,1
558,out,3,0,1
559,explain,2,0,1
560,write,4,0,1
561,explain,1,0,1
562,out,2,0,1
563,explain,4,0,1
564,out,3,0,1
565,explain,19,0,1
566,out,3,0,1
567,explain,71,0,1
568,out,14,0,1
569,explain,39,0,1
570,out,18,0,1
571,explain,0,1,0
572,write,14,0,1
573,explain,3,0,1
574,out,13,0,1
575,explain,1,0,1
576,write,4,0,1
577,explain,4,0,1
578,write,9,0,1
579,explain,2,0,1
580,out,1,0,1
581,explain,1,0,1
582,out,1,0,1
583,explain,4,0,1
584,write,7,0,1
585,explain,2,0,1
586,erase,1,0,1
587,explain,1,0,1
588,write,15,0,1
589,explain,0,1,0
590,erase,0,1,0
591,explain,0,1,0
592,write,3,0,1
593,explain,6,0,1
594,out,9,0,1
595,explain,3,0,1
596,write,52,0,1
597,explain,3,0,1
598,out,2,0,1
599,explain,17,0,1
600,write,2,0,1
601,explain,61,0,1
602,out,11,0,1
603,explain,2,0,1
604,write,35,0,1
605,explain,7,0,1
606,out,3,0,1
607,explain,4,0,1
608,write,4,0,1
609,explain,0,1,0
610,out,10,0,1
611,explain,22,0,1
612,out,16,0,1
613,explain,6,0,1
614,write,5,0,1
615,explain,11,0,1
616,out,13,0,1
617,explain,1,0,1
618,out,4,0,1
619,explain,6,0,1
620,out,1,0,1
621,explain,17,0,1
622,out,59,0,1
623,explain,10,0,1
624,out,4,0,1
625,explain,3,0,1
626,out,7,0,1
627,explain,6,0,1
628,out,4,0,1
629,explain,20,0,1
630,write,5,0,1
631,explain,0,1,0
632,write,4,0,1
633,erase,0,1,0
634,write,0,1,0
635,explain,0,1,0
636,write,6,0,1
637,explain,0,1,0
638,out,3,0,1
639,explain,35,0,1
640,out,27,0,1
641,explain,28,0,1
642,out,5,0,1
643,explain,4,0,1
644,out,1,0,1
645,explain,1,0,1
646,out,21,0,1
647,explain,11,0,1
648,out,5,0,1
649,explain,18,0,1
650,out,21,0,1
651,pick_eraser,3,0,1
652,out,27,0,1
653,explain,5,0,1
654,out,4,0,1
655,explain,3,0,1
656,erase,3,0,1
657,out_erasing,4,0,1
658,erase,8,0,1
659,drop_eraser,0,1,0
660,explain,16,0,1
661,write,25,0,1
662,explain,15,0,1
663,write,7,0,1
664,explain,5,0,1
665,write,10,0,1
666,explain,12,0,1
667,write,9,0,1
668,explain,0,1,0
669,out,13,0,1
670,explain,12,0,1
671,write,9,0,1
672,explain,12,0,1
673,write,8,0,1
674,explain,17,0,1
675,write,23,0,1
676,out_writing,0,1,0
677,explain,9,0,1
678,out,22,0,1
679,explain,14,0,1
680,out,3,0,1
681,explain,7,0,1
682,out,2,0,1
683,explain,5,0,1
684,write,12,0,1
685,explain,10,0,1
686,out,9,0,1
687,explain,2,0,1
688,out,4,0,1
689,explain,17,0,1
690,write,22,0,1
691,explain,9,0,1
692,write,11,0,1
693,explain,46,0,1
694,write,19,0,1
695,explain,20,0,1
696,out,4,0,1
697,explain,53,0,1
698,out,3,0,1
0,explain,16,0,1
1,write,0,1,0
2,explain,0,1,0
3,explain,0,1,0
4,out,1,0,1
5,explain,7,0,1
6,write,11,0,1
7,explain,3,0,1
8,explain,1,0,1
9,change,1,0,1
10,explain,0,1,0
11,write,0,1,0
12,write,9,0,1
13,write,0,1,0
14,write,0,1,0
15,explain,0,1,0
16,explain,0,1,0
17,out,7,0,1
18,explain,4,0,1
19,write,19,0,1
20,explain,2,0,1
21,out,24,0,1
22,explain,11,0,1
23,out,9,0,1
24,explain,1,0,1
25,write,11,0,1
26,explain,3,0,1
27,out,1,0,1
28,out,1,0,1
29,explain,6,0,1
30,out,5,0,1
31,out,20,0,1
32,out,1,0,1
33,explain,6,0,1
34,write,2,0,1
35,explain,5,0,1
36,out,9,0,1
37,explain,5,0,1
38,write,35,0,1
39,explain,0,1,0
40,out,0,1,0
41,pick_eraser,0,1,0
42,erase,0,1,0
43,drop_eraser,0,1,0
44,out,0,1,0
45,explain,11,0,1
46,out,8,0,1
47,explain,10,0,1
48,out,25,0,1
49,explain,17,0,1
50,out,4,0,1
51,explain,12,0,1
52,out,7,0,1
53,explain,8,0,1
54,write,7,0,1
55,explain,9,0,1
56,out,5,0,1
57,explain,5,0,1
58,explain,5,0,1
59,write,28,0,1
60,explain,7,0,1
61,out,8,0,1
62,explain,26,0,1
63,write,8,0,1
64,explain,10,0,1
65,out,8,0,1
66,explain,15,0,1
67,write,20,0,1
68,explain,14,0,1
69,write,10,0,1
70,explain,7,0,1
71,write,30,0,1
72,explain,6,0,1
73,out,15,0,1
74,explain,25,0,1
75,out,10,0,1
76,explain,4,0,1
77,write,16,0,1
78,explain,8,0,1
79,out,7,0,1
80,explain,15,0,1
81,write,30,0,1
82,explain,14,0,1
83,write,3,0,1
84,explain,7,0,1
85,out,0,1,0
86,explain,13,0,1
87,out,3,0,1
88,out,9,0,1
89,explain,13,0,1
90,out,9,0,1
91,explain,7,0,1
92,out,7,0,1
93,pick_eraser,0,1,0
94,erase,41,0,1
95,drop_eraser,0,1,0
96,explain,3,0,1
97,out,5,0,1
98,explain,9,0,1
99,out,42,0,1
100,write,41,0,1
101,explain,2,0,1
102,out,14,0,1
103,explain,10,0,1
104,out,11,0,1
105,explain,27,0,1
106,write,17,0,1
107,explain,4,0,1
108,out,22,0,1
109,explain,9,0,1
110,write,15,0,1
111,explain,3,0,1
112,out,6,0,1
113,write,9,0,1
114,explain,2,0,1
115,out,2,0,1
116,explain,6,0,1
117,write,3,0,1
118,explain,1,0,1
119,out,4,0,1
120,write,9,0,1
121,out,13,0,1
122,explain,11,0,1
123,write,2,0,1
124,write,2,0,1
125,explain,1,0,1
126,explain,5,0,1
127,out,13,0,1
128,explain,10,0,1
129,write,2,0,1
130,explain,2,0,1
131,out,8,0,1
132,explain,9,0,1
133,write,23,0,1
134,write,1,0,1
135,explain,4,0,1
136,out,10,0,1
137,explain,2,0,1
138,out,26,0,1
139,explain,5,0,1
140,out,11,0,1
141,explain,2,0,1
142,write,19,0,1
143,explain,6,0,1
144,write,12,0,1
145,out,9,0,1
146,explain,9,0,1
147,write,9,0,1
148,explain,2,0,1
149,out,17,0,1
150,explain,5,0,1
151,explain,1,0,1
152,out,1,0,1
153,out,1,0,1
154,out,23,0,1
155,out,5,0,1
156,explain,6,0,1
157,explain,10,0,1
158,out,11,0,1
159,explain,26,0,1
160,out,10,0,1
161,explain,3,0,1
162,pick,5,0,1
163,out,2,0,1
164,drop,4,0,1
165,explain,1,0,1
166,out,13,0,1
167,pick_eraser,2,0,1
168,erase,12,0,1
169,drop_eraser,3,0,1
170,out,13,0,1
171,explain,5,0,1
172,out,2,0,1
173,explain,1,0,1
174,write,11,0,1
175,explain,22,0,1
176,write,4,0,1
177,explain,5,0,1
178,out,11,0,1
179,explain,16,0,1
180,out,4,0,1
181,explain,5,0,1
182,write,35,0,1
183,write,2,0,1
184,explain,1,0,1
185,out,0,1,0
186,out,3,0,1
187,out,2,0,1
188,explain,1,0,1
189,explain,2,0,1
190,explain,1,0,1
191,explain,2,0,1
192,write,7,0,1
193,explain,10,0,1
194,write,9,0,1
195,explain,1,0,1
196,out,4,0,1
197,out,4,0,1
198,out,4,0,1
199,explain,31,0,1
200,out,12,0,1
201,explain,5,0,1
202,out,44,0,1
203,explain,7,0,1
204,out,17,0,1
205,explain,3,0,1
206,explain,4,0,1
207,out,2,0,1
208,explain,15,0,1
209,out,4,0,1
210,explain,20,0,1
211,out,18,0,1
212,explain,25,0,1
213,out,16,0,1
214,explain,7,0,1
215,out,4,0,1
216,pick_eraser,2,0,1
217,out,24,0,1
218,erase,3,0,1
