segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
139,22616,22766,754621.29,759659.66,754.621,759.660,5.038,write,11,0.809,0,este va ser la componente en y menos 1283 .2 en
140,22767,23304,759659.66,777610.94,759.660,777.611,17.951,explain,57,0.837,0,en y vale entonces ahora vamos con j tapamos la componente j y tendremos este por este que es 0 0 por este valor y luego menos 0 por este otro valor conclusión no hay componente en j nos va a dar 0 y vamos por último con la componente en que es este por este menos
141,23305,23386,777610.94,780347.01,777.611,780.347,2.736,write,4,0.98,0,menos la multiplicación de
142,23387,23465,780347.01,782982.98,780.347,782.983,2.636,explain,9,0.938,0,de que de este por este en este caso
143,23466,23853,782982.98,795929.26,782.983,795.929,12.946,calculate,22,0.738,0,caso tenemos 20 por menos 21 punto 36 este valor perdón 20 por menos 21 .36 y este valor da de menos
144,23854,23983,795929.26,800266.93,795.929,800.267,4.338,write,10,0.794,0,427 .2 y esto con su componente en k vale
145,23984,24094,800266.93,803970.64,800.267,803.971,3.704,explain,13,0.804,0,vale entonces esto entre paréntesis pero que pasa menos con menos da más
146,24095,24125,803970.64,805005.01,803.971,805.005,1.034,fingererase,4,0.966,0,más y podemos poner
147,24126,24138,805005.01,805438.77,805.005,805.439,0.434,write,2,0.984,0,poner el
148,24139,24147,805438.77,805739.07,805.439,805.739,0.300,explain,1,0.973,0,el
149,24148,24162,805739.07,806239.57,805.739,806.240,0.501,fingererase,3,0.942,0,el signo más
150,24163,24486,806239.57,817050.38,806.240,817.050,10.811,explain,34,0.895,0,más al final sale este es el valor de r a b cruz f entonces ahora eso vamos a multiplicarlo por el vector unitario de hace para encontrar ya todo este término entonces vamos
151,24487,24799,817050.38,827494.16,817.050,827.494,10.444,write,21,0.715,0,vamos a ponerlo r d a b cruz f y esto por producto bueno es un producto punto a a c
152,24800,24987,827494.16,833767.10,827.494,833.767,6.273,explain,22,0.927,0,entonces esto a va a ser igual vamos a vamos a realizar la multiplicación y lo voy a poner por aquí abajo
153,24988,24999,833767.10,834167.50,833.767,834.168,0.400,write,2,0.953,0,abajo vamos
154,25000,25093,834167.50,837303.97,834.168,837.304,3.136,explain,13,0.924,0,vamos a ponerle el signo el signo igual para que quepa todo y
155,25094,25448,837303.97,849149.15,837.304,849.149,11.845,write,22,0.642,0,y vamos a tener menos 1283 punto 2 en y más 427 punto 2 en k vale y luego esto producto punto
156,25449,25594,849149.15,854020.69,849.149,854.021,4.872,explain,13,0.791,0,punto los componentes del vector unitario de hace por este producto punto entonces
157,25595,25805,854020.69,861061.06,854.021,861.061,7.040,write,14,0.768,0,entonces vamos a tener 0 .63 en y más 0 .78 en j entonces
158,25806,25909,861061.06,864531.20,861.061,864.531,3.470,explain,16,0.909,0,entonces ya lo que ya que lo tenemos así recuerden el producto punto es siempre componente
159,25910,25938,864531.20,865498.83,864.531,865.499,0.968,pickerase,3,0.966,0,componente a componente
160,25939,26001,865498.83,867600.93,865.499,867.601,2.102,erase,9,0.965,0,componente voy a borrar esta parte de aquí y
161,26002,26028,867600.93,868501.84,867.601,868.502,0.901,droperase,6,0.947,0,y ya que el producto punto
162,26029,26133,868501.84,872005.34,868.502,872.005,3.504,explain,11,0.866,0,punto es componente a componente va a ser y entonces vamos
163,26134,26147,872005.34,872472.47,872.005,872.472,0.467,write,2,0.932,0,vamos a
164,26148,26442,872472.47,882315.65,872.472,882.316,9.843,explain,34,0.885,0,a el primer resultado y como resultado vamos a tener únicamente valores numéricos no ya no vamos a existir no van a existir vectores ya no va a haber componentes se elimina los componentes
165,26443,26536,882315.65,885452.12,882.316,885.452,3.136,calculate,9,0.682,0,componentes entonces vamos a tener menos 1283 punto 2
166,26537,26644,885452.12,889055.72,885.452,889.056,3.604,explain,12,0.856,0,2 por este valor de y por este componente de acá en
167,26645,26806,889055.72,894461.13,889.056,894.461,5.405,calculate,16,0.902,0,en y entonces por punto 63 este valor de acuerdo a la calculadora es de menos
168,26807,26922,894461.13,898331.66,894.461,898.332,3.871,write,4,0.622,0,menos 808 punto 416
169,26923,27641,898331.66,922322.32,898.332,922.322,23.991,explain,81,0.84,0,416 y lo que pasa aquí no hay componente en j y se tendría que multiplicar el 0 j de aquí por la j de acá pero qué pasa 0 por este pues ya va a dar 0 no va a ver componente bueno no va a haber resultado debido a la multiplicación o producto punto de los componentes en j y qué pasa aquí tenemos k pero acá no entonces 0 k por 427 punto 2 k da 0 conclusión
170,27642,27671,922322.32,923323.32,922.322,923.323,1.001,emphasize,5,0.966,0,conclusión este es el valor
171,27672,27892,923323.32,930697.36,923.323,930.697,7.374,explain,14,0.839,0,valor resultante este este valor equivale a el producto cruz producto punto por este
172,27893,28028,930697.36,935235.24,930.697,935.235,4.538,write,8,0.686,0,este vector unitario entonces tenemos menos 808 punto
173,28029,28107,935235.24,937871.20,935.235,937.871,2.636,explain,7,0.858,0,416 así lo dejamos entonces ahora lo
174,28108,28135,937871.20,938805.47,937.871,938.805,0.934,pickerase,4,0.967,0,lo que sigue vamos
175,28136,28158,938805.47,939572.91,938.805,939.573,0.767,erase,5,0.942,0,vamos a borrar por acá
176,28159,28185,939572.91,940473.81,939.573,940.474,0.901,droperase,4,0.952,0,acá abajo y ahora
177,28186,28505,940473.81,951151.15,940.474,951.151,10.677,explain,31,0.924,0,ahora seguimos con la última parte y multiplicar de nuevo por el vector unitario de a a c entonces vamos a poner ya todo esto es más vamos a ponerle aquí
178,28506,28518,951151.15,951584.92,951.151,951.585,0.434,write,2,0.932,0,aquí signo
179,28519,28688,951584.92,957257.26,951.585,957.257,5.672,explain,21,0.932,0,signo igual ya para no volverlo a escribir porque es precisamente la única parte que nos falta multiplicar por este pongamos
180,28689,28695,957257.26,957490.82,957.257,957.491,0.234,write,1,0.489,0,pongamos
181,28696,28777,957490.82,960226.89,957.491,960.227,2.736,explain,9,0.898,0,pongamos los valores que corresponden a todo esto que
182,28778,28957,960226.89,966232.90,960.227,966.233,6.006,write,11,0.829,0,que es de menos 808 .40 416 y esto por una
183,28958,29144,966232.90,972472.47,966.233,972.472,6.240,explain,18,0.901,0,una simple multiplicación por el vector unitario de hace el vector unitario de hace que ya borré corresponde
184,29145,29179,972472.47,973640.31,972.472,973.640,1.168,write,7,0.964,0,corresponde a este valor no porque fue
185,29180,29302,973640.31,977744.41,973.640,977.744,4.104,explain,12,0.929,0,fue precisamente el que utilizamos para realizar el producto punto entonces lo
186,29303,29476,977744.41,983550.22,977.744,983.550,5.806,write,11,0.844,0,lo ponemos 0 .63 en y luego más 0 .78 en
187,29477,29614,983550.22,988154.82,983.550,988.155,4.605,explain,14,0.791,0,en j entonces bien mis amigos ya casi terminamos vamos a anotar por aquí
188,29615,29629,988154.82,988655.32,988.155,988.655,0.501,write,2,0.736,0,aquí abajito
189,29630,29718,988655.32,991624.96,988.655,991.625,2.970,explain,11,0.839,0,abajito que el resultado de esta operación este por cada uno
190,29719,29938,991624.96,998965.63,991.625,998.966,7.341,calculate,16,0.757,0,uno de los componentes entonces tenemos menos 808. 416 por 0 .63 el primer valor me
191,29939,30095,998965.63,1004204.20,998.966,1004.204,5.239,write,14,0.747,0,me da de menos 509 punto 3 redondeado a un decimal y este componente
